window_idx,tx_global_idx,tx_in_window_idx,attention_score,window_score,z_amount,density,counterparty_novelty,value_ratio
0,0,0,0.01094863098114729,0.04370034486055374,-0.13450804532546232,1.0,1.0,13672190.399978999
0,1,1,0.01094863098114729,0.04370034486055374,-0.15110458175336794,1.0,1.0,13672190.399978999
0,2,2,0.006486533209681511,0.04370034486055374,-0.14222463396038623,1.0,1.0,1.8689900600850626
0,3,3,0.006696960423141718,0.04370034486055374,-0.14701763067036686,1.0,1.0,2.32923494210391
0,4,4,0.0077778929844498634,0.04370034486055374,-0.1279107672039971,2.0,1.0,4.941165993895104
0,5,5,0.007777045480906963,0.04370034486055374,-0.15110458175336794,2.0,1.0,4.941165993895104
0,6,6,0.009761950932443142,0.04370034486055374,0.051960900474908624,2.0,1.0,27.809031797080806
0,7,7,0.007553880102932453,0.04370034486055374,-0.1161667560429329,2.0,0.0,5.635676067114801
0,8,8,0.007564624305814505,0.04370034486055374,-0.15110458175336794,1.0,1.0,5.635676067114801
0,9,9,0.007912409491837025,0.04370034486055374,-0.15110458175336794,2.0,1.0,5.635676067114801
0,10,10,0.007912409491837025,0.04370034486055374,-0.15110458175336794,2.0,1.0,5.635676067114801
0,11,11,0.008107772096991539,0.04370034486055374,-0.15110458175336794,3.0,1.0,5.635676067114801
0,12,12,0.008107772096991539,0.04370034486055374,-0.15110458175336794,3.0,1.0,5.635676067114801
0,13,13,0.006431093905121088,0.04370034486055374,-0.014013057512402394,3.0,1.0,1.3650087956258825
0,14,14,0.007543206214904785,0.04370034486055374,0.47642609667581665,1.0,1.0,4.833767350563004
0,15,15,0.0049905856139957905,0.04370034486055374,0.44103668548251546,3.0,0.0,1.1311982695037701
0,16,16,0.0056348759680986404,0.04370034486055374,-0.15110458175336794,4.0,1.0,1.1311982695037701
0,17,17,0.0056348759680986404,0.04370034486055374,-0.15110458175336794,4.0,1.0,1.1311982695037701
0,18,18,0.005521844606846571,0.04370034486055374,1.0,3.0,1.0,0.31746541394263295
0,19,19,0.005668687634170055,0.04370034486055374,-0.1359943608470559,2.0,1.0,0.3229509692388208
0,20,20,0.004837095737457275,0.04370034486055374,0.6986184808768731,2.0,0.0,0.631431095069218
0,21,21,0.004817410372197628,0.04370034486055374,0.7114573920367744,1.0,0.0,0.4808554758185085
0,22,22,0.005717730615288019,0.04370034486055374,-0.13279652997657276,1.0,1.0,0.48591699068205957
0,23,23,0.004769309889525175,0.04370034486055374,-0.13958241839562655,1.0,0.0,0.48437403565414355
0,24,24,0.005728553980588913,0.04370034486055374,-0.11368486928447792,1.0,1.0,0.4946863846181361
0,25,25,0.005804101470857859,0.04370034486055374,-0.15110458175336794,2.0,1.0,0.4946863846181361
0,26,26,0.004601342603564262,0.04370034486055374,-0.15110458175336794,2.0,0.0,0.4946863846181361
0,27,27,0.005731263663619757,0.04370034486055374,-0.12822182865287615,1.0,1.0,0.5009925510651749
0,28,28,0.00582647230476141,0.04370034486055374,1.0,1.0,1.0,0.8263840579042885
0,29,29,0.0049533783458173275,0.04370034486055374,0.20185302427244234,2.0,0.0,0.7531272391056643
0,30,30,0.004825817886739969,0.04370034486055374,0.7169794634240144,2.0,0.0,0.6183186151683987
0,31,31,0.00591384619474411,0.04370034486055374,-0.12246466166329129,2.0,1.0,0.6242241515292788
0,32,32,0.0059091090224683285,0.04370034486055374,-0.15110458175336794,2.0,1.0,0.6242241515292788
0,33,33,0.005816219374537468,0.04370034486055374,-0.13100178994349843,1.0,1.0,0.621647308413143
0,34,34,0.005853281356394291,0.04370034486055374,0.016439781620965956,1.0,1.0,0.6560522525850779
0,35,35,0.005859825760126114,0.04370034486055374,-0.048338954383747725,1.0,1.0,0.6771549957704526
0,36,36,0.005849873647093773,0.04370034486055374,-0.10845189375936702,1.0,1.0,0.6712755247458749
0,37,37,0.005845474544912577,0.04370034486055374,-0.14853613253703865,1.0,1.0,0.6709247336611048
0,38,38,0.005875655449926853,0.04370034486055374,-0.019848730631811144,1.0,1.0,0.6976299083935605
0,39,39,0.004922312218695879,0.04370034486055374,-0.01774769746977069,1.0,0.0,0.6792013760690807
0,40,40,0.004929647780954838,0.04370034486055374,-0.14985699961070725,1.0,0.0,0.6790335688609563
0,41,41,0.005850348621606827,0.04370034486055374,-0.14953373404143613,1.0,1.0,0.6788223984074498
0,42,42,0.0058522894978523254,0.04370034486055374,-0.0513018227355704,1.0,1.0,0.6656698693136084
0,43,43,0.005842211656272411,0.04370034486055374,-0.1372749665198099,1.0,1.0,0.6638874285646665
0,44,44,0.005841906648129225,0.04370034486055374,-0.14608628798482615,1.0,1.0,0.6648590614075185
0,45,45,0.004911559633910656,0.04370034486055374,-0.11123264441213797,1.0,0.0,0.659765715320106
0,46,46,0.004907788243144751,0.04370034486055374,-0.11354385873247337,1.0,0.0,0.6550384822517344
0,47,47,0.005835347808897495,0.04370034486055374,-0.14487695874005366,1.0,1.0,0.6542612392247719
0,48,48,0.005834951996803284,0.04370034486055374,-0.14129884279557442,1.0,1.0,0.653041158442984
0,49,49,0.0058485111221671104,0.04370034486055374,-0.08606071986936165,1.0,1.0,0.6654109786089848
0,50,50,0.004908611066639423,0.04370034486055374,-0.08936465111942693,1.0,0.0,0.6576887330768006
0,51,51,0.00584667082875967,0.04370034486055374,-0.1070794165357647,1.0,1.0,0.6659641236695678
0,52,52,0.005842078011482954,0.04370034486055374,-0.15110458175336794,1.0,1.0,0.6659641236695678
0,53,53,0.004920289386063814,0.04370034486055374,-0.13729664845462233,1.0,0.0,0.6685595947089429
0,54,54,0.005955559201538563,0.04370034486055374,0.08978112996064834,2.0,1.0,0.7138387740782263
0,55,55,0.004832230042666197,0.04370034486055374,-0.12992177933686158,2.0,0.0,0.711007739003298
